imo,vessel_name,route_id,origin,destination,scenario,freight_rate_usd_per_mt,cargo_quantity_mt,live_scenario_revenue_usd,live_bunker_price_usd_per_mt,bunker_market_reference,bunker_updated_at,live_bunker_cost_usd,live_total_voyage_cost_usd,live_scenario_profit_usd,profitable,loss_making,live_cost_joined,scenario_code,candidate_key
9290971,ORIENTAL ENTERPRISE,20,East Coast Australia,East Coast India,bear,15.01434967208313,166250.0,2496135.6329838205,770.5,Singapore,2026-08-28T16:11:32.820Z,473999.9702870119,745073.9327981147,1751061.700185706,True,False,True,0,9290971_R20_bear
9290971,ORIENTAL ENTERPRISE,20,East Coast Australia,East Coast India,bull,27.954342421691823,166250.0,4647409.427606266,770.5,Singapore,2026-08-28T16:11:32.820Z,473999.9702870119,745073.9327981147,3902335.4948081514,True,False,True,2,9290971_R20_bull
9290971,ORIENTAL ENTERPRISE,21,Indonesia,East Coast India,base,17.45,166250.0,2901062.5,770.5,Singapore,2026-08-28T16:11:32.820Z,253226.74997918415,409687.7493194485,2491374.7506805514,True,False,True,1,9290971_R21_base
9290971,ORIENTAL ENTERPRISE,21,Indonesia,East Coast India,bear,13.401555078150926,166250.0,2228008.5317425914,770.5,Singapore,2026-08-28T16:11:32.820Z,253226.74997918415,409687.7493194485,1818320.7824231428,True,False,True,0,9290971_R21_bear
9290971,ORIENTAL ENTERPRISE,21,Indonesia,East Coast India,bull,24.9515741820216,166250.0,4148199.2077610907,770.5,Singapore,2026-08-28T16:11:32.820Z,253226.74997918415,409687.7493194485,3738511.458441642,True,False,True,2,9290971_R21_bull
9290971,ORIENTAL ENTERPRISE,22,Indonesia,West Coast India,base,17.7,73625.0,1303162.5,770.5,Singapore,2026-08-28T16:11:32.820Z,361576.96779122745,574287.269045596,728875.230954404,True,False,True,1,9290971_R22_base
9290971,ORIENTAL ENTERPRISE,22,Indonesia,West Coast India,bear,13.593554434571423,73625.0,1000825.445245321,770.5,Singapore,2026-08-28T16:11:32.820Z,361576.96779122745,574287.269045596,426538.176199725,True,False,True,0,9290971_R22_bear
9290971,ORIENTAL ENTERPRISE,22,Indonesia,West Coast India,bull,25.30904659150615,73625.0,1863378.5552996402,770.5,Singapore,2026-08-28T16:11:32.820Z,361576.96779122745,574287.269045596,1289091.2862540442,True,False,True,2,9290971_R22_bull
9290971,ORIENTAL ENTERPRISE,24,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),base,44.35,73625.0,3265268.75,770.5,Singapore,2026-08-28T16:11:32.820Z,841886.934711488,1303946.9916674844,1961321.7583325156,True,False,True,1,9290971_R24_base
9290971,ORIENTAL ENTERPRISE,24,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),bear,34.06068582899677,73625.0,2507717.994159887,770.5,Singapore,2026-08-28T16:11:32.820Z,841886.934711488,1303946.9916674844,1203771.0024924027,True,False,True,0,9290971_R24_bear
9290971,ORIENTAL ENTERPRISE,24,US East Coast (Hampton Roads / Baltimore),East Coast India (Paradip / Visakhapatnam),bull,63.415605442559205,73625.0,4668973.950708422,770.5,Singapore,2026-08-28T16:11:32.820Z,841886.934711488,1303946.9916674844,3365026.9590409375,True,False,True,2,9290971_R24_bull
9290971,ORIENTAL ENTERPRISE,3,"East Kalimantan, Indonesia","Navlakhi, India",base,18.45,54625.0,1007831.25,770.5,Singapore,2026-08-28T16:11:32.820Z,375504.91739135387,595445.8219423487,412385.42805765127,True,False,True,1,9290971_R3_base
9290971,ORIENTAL ENTERPRISE,3,"East Kalimantan, Indonesia","Navlakhi, India",bear,14.169552503832929,54625.0,774011.8055218738,770.5,Singapore,2026-08-28T16:11:32.820Z,375504.91739135387,595445.8219423487,178565.98357952503,True,False,True,0,9290971_R3_bear
9290971,ORIENTAL ENTERPRISE,3,"East Kalimantan, Indonesia","Navlakhi, India",bull,26.3814638199598,54625.0,1441087.461165304,770.5,Singapore,2026-08-28T16:11:32.820Z,375504.91739135387,595445.8219423487,845641.6392229553,True,False,True,2,9290971_R3_bull
