route_id,origin,destination,vessel_class,cargo_type,scenario,contract_volume_mt,contract_freight_usd_per_mt,scenario_route_freight_rate,total_voyage_cost_usd,sail_value_usd,kill_penalty_usd,alternative_value_usd,kill_value_usd,incremental_sail_value_usd,decision
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,0.0,250000.0,250000.0,3908706.011773256,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,0.0,500000.0,500000.0,3658706.011773256,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,0.0,1000000.0,1000000.0,3158706.011773256,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,50000.0,0.0,-50000.0,4208706.011773257,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,50000.0,250000.0,200000.0,3958706.011773256,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,50000.0,500000.0,450000.0,3708706.011773256,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,50000.0,1000000.0,950000.0,3208706.011773256,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,100000.0,0.0,-100000.0,4258706.011773257,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,100000.0,250000.0,150000.0,4008706.011773256,SAIL
0,"Queensland (Gladstone / Hay Point), Australia","Visakhapatnam & Haldia, India",Panamax,coking coal,bull,69943.75,47.0,67.20481298309544,541850.6263131252,4158706.011773256,100000.0,500000.0,400000.0,3758706.011773256,SAIL
